归一化序号,新闻标题,URL,爬取时间
0.8,年度征文｜看见并打开我和我妈之间的那扇门,https://sspai.com/post/106709,2026-03-27 10:42
0.85,本周看什么 | 最近值得一看的 10 部作品,https://sspai.com/post/106661,2026-03-27 10:42
0.9,当恐惧有了两种模样：《生化危机 9：安魂曲》评测,https://sspai.com/post/106645,2026-03-27 10:42
0.95,年度征文｜LLM 眼中的好文章：少数派 2025 热门内容解码,https://sspai.com/post/106469,2026-03-27 10:42
1.0,年度征文｜AI 十字路口：当机器学会「思考」，我们应该知道什么？,https://sspai.com/post/106285,2026-03-27 10:42
0.0667,一夜之间，微信为何失守？,https://www.huxiu.com/article/4844501.html,2026-03-27 10:42
0.1333,油价影响显然被低估了,https://www.huxiu.com/article/4843553.html,2026-03-27 10:42
0.2,两个互相看不顺眼的男人，同时栽在这张床上,https://www.huxiu.com/article/4842765.html,2026-03-27 10:42
0.2667,车企盯上有钱人，“9系”大战一触即发,https://www.huxiu.com/article/4842768.html,2026-03-27 10:42
0.3333,上海开始鼓励老年人就业了，这意味着什么,https://www.huxiu.com/article/4844161.html,2026-03-27 10:42
0.4,黄金暴跌的真相,https://www.huxiu.com/article/4844001.html,2026-03-27 10:42
0.4667,680＋门店的最大粤菜连锁竟然不是广东人开的,https://www.huxiu.com/article/4844151.html,2026-03-27 10:42
0.5333,张雪峰离世，一个时代最复杂的教育符号,https://www.huxiu.com/article/4845021.html,2026-03-27 10:42
0.6,雷军，只给笔记本留了十多分钟,https://www.huxiu.com/article/4843789.html,2026-03-27 10:42
0.6667,张雪峰走了，他的9家公司怎么办？,https://www.huxiu.com/article/4845170.html,2026-03-27 10:42
0.7333,马斯克转发的AI失业名单：这些是高危职业，30岁以下首当其冲……,https://www.huxiu.com/article/4844372.html,2026-03-27 10:42
0.8,加油站排队100多米，再打钱包就撑不住了,https://www.huxiu.com/article/4844326.html,2026-03-27 10:42
0.8667,人民想念DeepSeek,https://www.huxiu.com/article/4845096.html,2026-03-27 10:42
0.9333,张雪峰之死：悼念与质疑,https://www.huxiu.com/article/4845089.html,2026-03-27 10:42
1.0,盛夏永无张雪峰,https://www.huxiu.com/article/4845027.html,2026-03-27 10:42
0.0833,罗技中国发布声明，就“罗技 G 官方旗舰店”违规视频内容致歉,https://m.ithome.com/html/933104.htm,2026-03-27 10:42
0.1667,宣传视频称“我一降价就像狗一样跑来”，罗技客服称相关同事已被警告、处罚,https://m.ithome.com/html/933101.htm,2026-03-27 10:42
0.25,微信回应“为什么没有已读”：把“回应与否”的选择权交回用户手中,https://m.ithome.com/html/932783.htm,2026-03-27 10:42
0.3333,老头乐起诉小米汽车，当事企业称已达成和解,https://m.ithome.com/html/932975.htm,2026-03-27 10:42
0.4167,零跑 A10 上市：不到 9 万元的小车也有激光雷达，6.58 万-8.68 万元,https://m.ithome.com/html/933053.htm,2026-03-27 10:42
0.5,15.19 万元起：全球首款 B 级纯电闪充 SUV 比亚迪宋 Ultra EV 车型正式上市,https://m.ithome.com/html/933052.htm,2026-03-27 10:42
0.5833,中国机器狼群巷战画面首次公开，能挂载微型导弹,https://m.ithome.com/html/932775.htm,2026-03-27 10:42
0.6667,一加李杰再谈手机内存成本上涨：幅度超 400% 可以说涨疯了，没有哪一家可以完全避开,https://m.ithome.com/html/933082.htm,2026-03-27 10:42
0.75,开发者更新 Mac 应用遭拒，苹果称界面太像“启动台”原版,https://m.ithome.com/html/932788.htm,2026-03-27 10:42
0.8333,小米澎湃 OS 回应 MIUI 停更：已完成交棒将逐步退出维护，同时仍保证必要安全补丁升级,https://m.ithome.com/html/933021.htm,2026-03-27 10:42
0.9167,"曝苹果屏下摄像头概念机测试中，明年 iPhone 20 系列评估 200Mp 1/1.12"" 主摄",https://m.ithome.com/html/932873.htm,2026-03-27 10:42
1.0,零跑朱江明：国内现在有 17 家车企，但国内市场容不下 17 家,https://m.ithome.com/html/933085.htm,2026-03-27 10:42
0.0526,别再裸用 Claude Code 了！32 个亲测Skills + 8 个 MCP，开发效率直接拉满！,https://juejin.cn/post/7620060655607857178,2026-03-27 10:42
0.1053,再见Openclaw，我找到了比Openclaw更好玩的了！（附赠工具）,https://juejin.cn/post/7620822029282181129,2026-03-27 10:42
0.1579,王自如公开招聘01号员工，这要求有多离谱？,https://juejin.cn/post/7619900409898074112,2026-03-27 10:42
0.2105,Claude Code 生态爆发：5个必知的新工具,https://juejin.cn/post/7619279067029209128,2026-03-27 10:42
0.2632,两位大佬相继离世，AI时代我们活得太着急了,https://juejin.cn/post/7621055514819297280,2026-03-27 10:42
0.3158,Android 禁止侧载将正式实施，需要等待 24 小时冷静期,https://juejin.cn/post/7618858438484901942,2026-03-27 10:42
0.3684,为什么很多工作 5 年的前端，身价反而卡住了?🤷‍♂️,https://juejin.cn/post/7619754867243843636,2026-03-27 10:42
0.4211,设计师慌了：Google Stitch 一出，Figma 两天跌了 12%,https://juejin.cn/post/7619214301321527359,2026-03-27 10:42
0.4737,前端工程化 + AI 赋能，从需求到运维一条龙怎么搭 ❓❓❓,https://juejin.cn/post/7619174110456987686,2026-03-27 10:42
0.5263,大神尤雨溪再次出手，前端工具链整合--该文章是对vite plus官方README文档进行了翻译,https://juejin.cn/post/7619245854759780367,2026-03-27 10:42
0.5789,前端工程师转型 AI Agent 工程师：后端能力补全指南,https://juejin.cn/post/7618456150179643418,2026-03-27 10:42
0.6316,为什么中转渠道的顶级模型会不好用？这是一个技术问题,https://juejin.cn/post/7619522038567616546,2026-03-27 10:42
0.6842,推荐几个牛逼的AI Agent项目,https://juejin.cn/post/7620226704208904232,2026-03-27 10:42
0.7368,为什么国外技术大神都爱自己搭博客，而国内程序员却挤在微信公众号或掘金？,https://juejin.cn/post/7620699268525064255,2026-03-27 10:42
0.7895,🚀AI 写代码越来越快，但我开始不敢上线了,https://juejin.cn/post/7618896648212725800,2026-03-27 10:42
0.8421,Ant-Browser : 发布一个开源免费的指纹浏览器 ，欢迎体验,https://juejin.cn/post/7619674716338454534,2026-03-27 10:42
0.8947,搞懂 Cursor 后，我一行代码都不敲了《实战篇》,https://juejin.cn/post/7619674716338536454,2026-03-27 10:42
0.9474,我也曾离猝死很近,https://juejin.cn/post/7620650756522393638,2026-03-27 10:42
1.0,黄仁勋要发Token当工资！硅谷兴起刷量大赛，一人一周烧掉33个维基百科,https://juejin.cn/post/7620071802712539187,2026-03-27 10:42
